"price_eur","car_model","mileage_km","year_first_registration","seller_name","car_link","scrapedate"
"€ 23,900.-","Volkswagen ID.4 Pure Navi Pro RFK APP LED ACC SHZ 19 Zoll*","26,400 km","06/2022","Cars & more","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-pro-rfk-app-led-acc-shz-19-zoll-electric-black-7f27fa32-f13d-400d-ba63-3b450ace4206","2024-12-17"
"€ 22,997.-","Volkswagen ID.4 Pure Navi LED Climatronic LaneAssist","10,998 km","12/2021","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-led-climatronic-laneassist-electric-white-7457f7f3-0465-4250-aade-b9386787056a","2024-12-17"
"€ 32,389.-","Volkswagen ID.4 GTX 4M ACC Navi DCC 8-fach 20"" IQ.Light HUD","34,950 km","09/2021","JB CarConcept GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4m-acc-navi-dcc-8-fach-20-iq-light-hud-electric-grey-ec169e53-8b10-43f3-9b35-26901dd0cf2e","2024-12-17"
"€ 29,940.-","Volkswagen ID.4 PRO LIFE 77kWh WÄRMEPUMPE LED LM19 AHK","27,914 km","10/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-life-77kwh-waermepumpe-led-lm19-ahk-electric-grey-71b04560-49d1-4e9b-b67e-1a7d98c78000","2024-12-17"
"€ 39,740.-","Volkswagen ID.4 Pro MOVE NAVI LED W-Pumpe","7,840 km","04/2024","Volkswagen Automobile Berlin GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-move-navi-led-w-pumpe-electric-red-d6a2af90-6393-4af0-ab19-80bfa29bcbee","2024-12-17"
"€ 26,490.-","Volkswagen ID.4 Pro Perf. 1st LED Navi Alu 20 SHZ AHK WP","46,000 km","12/2020","R.S. Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perf-1st-led-navi-alu-20-shz-ahk-wp-electric-grey-9430d085-2940-4b39-b474-deebb6cbd5f5","2024-12-17"
"€ 28,880.-","Volkswagen ID.4 Pro Performance LED 19"" NAVI PDC","17,000 km","11/2021","Autohaus Faust GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-led-19-navi-pdc-electric-grey-ace4f9bc-62d3-415e-9a83-546cf484ef31","2024-12-17"
"€ 27,790.-","Volkswagen ID.4 Life Pro Performance Life 150 kW 77 kWh, LE","36,621 km","07/2021","Scherer GmbH & Co.KG, Homburg","https://www.autoscout24.com/offers/volkswagen-id-4-life-pro-performance-life-150-kw-77-kwh-le-electric-grey-4e1452f5-4a05-441f-bd8c-7f58f21459c6","2024-12-17"
"€ 38,490.-","Volkswagen ID.4 Pro Performance GJR/PLA/RFK/Lenkradhz/77kWh","43 km","- (First Registration)","Autohaus Gädebehn","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-gjr-pla-rfk-lenkradhz-77kwh-electric-black-3b7a6200-9997-41ab-aaf1-059c15c98b22","2024-12-17"
"€ 28,880.-","Volkswagen ID.4 Pro Performance LED 19"" NAVI PDC","17,000 km","11/2021","Autohaus Elitzsch GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-led-19-navi-pdc-electric-grey-5ddb4193-59f3-46ad-8dc6-732c71a46ef0","2024-12-17"
"€ 22,680.-","Volkswagen ID.4 Pro Performance 150 kW 1st * 1.H * R-KAM *","144,000 km","06/2021","UG - Automobile","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-1st-1-h-r-kam-electric-grey-6ca29103-62d7-4ac0-bac0-b4eeabb06cda","2024-12-17"
"€ 30,790.-","Volkswagen ID.4 Pro Performance Max Matrix ACC WP Kessy Nav","20,000 km","04/2021","R.S. Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-max-matrix-acc-wp-kessy-nav-electric-grey-4ed63c98-6995-4299-a660-45a1f9f5d9ae","2024-12-17"
"€ 26,490.-","Volkswagen ID.4 Pro Perf. 1st LED Navi Alu 20 SHZ AHK WP","42,000 km","12/2020","R.S. Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perf-1st-led-navi-alu-20-shz-ahk-wp-electric-grey-78cd8588-6e7e-4fd1-a395-d845bebeee9c","2024-12-17"
"€ 33,470.-","Volkswagen ID.4 PRO PERFORMANCE 150KW//77kWh WÄRMEPUMPE LED","4,999 km","01/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150kw-77kwh-waermepumpe-led-electric-silver-67f84488-6ece-4938-a285-e3d6f4aae759","2024-12-17"
"€ 29,700.-","Volkswagen ID.4 PRO PERFORMANCE 77 KWH AUTOMATIK (+NAVI+CLIMA","29,100 km","03/2022","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77-kwh-automatik-navi-clima-electric-grey-be525fd6-cc83-459e-92b5-3ffbb3ca5dd3","2024-12-17"
"€ 25,990.-","Volkswagen ID.4 Pro Performance Navigation Einparkhilfe","36,539 km","08/2021","Gottfried Schultz Automobilhandels SE","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navigation-einparkhilfe-electric-grey-502af294-aaa8-4004-9276-f8725c29fa76","2024-12-17"
"€ 36,900.-","Volkswagen ID.4 Pro S 4Motion, Panorama SH ACC Parkpilot","22,480 km","03/2023","Road Track Motors","https://www.autoscout24.com/offers/volkswagen-id-4-pro-s-4motion-panorama-sh-acc-parkpilot-electric-black-2feb1e66-186b-455c-87ee-f7ee539698da","2024-12-17"
"€ 26,290.-","Volkswagen ID.4 Pro Perf. 1st LED Navi Alu 20 SHZ AHK WP","47,000 km","12/2020","R.S. Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perf-1st-led-navi-alu-20-shz-ahk-wp-electric-white-99cf18e6-e045-47c6-8dd4-7c02fe9d9755","2024-12-17"
"€ 22,480.-","Volkswagen ID.4 Pure 52kWh/LED/CCS/19Zoll/NaviPro","43,810 km","09/2021","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-52kwh-led-ccs-19zoll-navipro-electric-grey-b0a8ea26-7538-4f1d-8b60-ed1b8c6ee2ae","2024-12-17"
"€ 29,990.-","Volkswagen ID.4 Pure Performance Navi LED 19"" Winterräder","8,800 km","08/2023","Scherer GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-navi-led-19-winterraeder-electric-white-0de70e23-e911-433d-bf7a-58d146f15020","2024-12-17"
"€ 21,990.-","Volkswagen ID.4 PURE*NAVI*KLIMA*ASSIST*MFL*CCS*DAB*LED*","49,210 km","08/2021","AutoBörse B.S. GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-klima-assist-mfl-ccs-dab-led-electric-grey-d4bb990b-1551-4d7a-922f-5b1b2eedd54c","2024-12-17"
"€ 33,990.-","Volkswagen ID.4 Performance Komfort und  Infotainment-Paket","9,990 km","08/2023","Autohaus Glinicke GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-performance-komfort-und-infotainment-paket-electric-white-45b2b4e3-b429-4c31-8727-0e5ce7ac93cd","2024-12-17"
"€ 35,555.-","Volkswagen ID.4 Pro Performance Wärmepumpe Infotainment","11,020 km","04/2023","Volkswagen Automobile Berlin GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waermepumpe-infotainment-electric-black-795ebb75-de13-453f-b0da-a79c22383e52","2024-12-17"
"€ 32,900.-","Volkswagen ID.4 Pro Performance  AHK Navi LED ACC","21,718 km","02/2023","Autohaus Gehlert GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-navi-led-acc-electric-red-37b37fcb-7bcd-4146-b65e-bd469ef42b52","2024-12-17"
"€ 23,330.-","Volkswagen ID.4 Pure Performance Navi LED","28,660 km","06/2021","Autohaus Koch GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-navi-led-electric-grey-ee14746c-d5db-4ed2-945d-170787dd6204","2024-12-17"
"€ 28,950.-","Volkswagen ID.4 Pro 1st Edition WÄRMEPUMPE LED AHK 20 NAVI READY2D","23,000 km","12/2020","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-1st-edition-waermepumpe-led-ahk-20-navi-ready2d-electric-white-79ac16b6-da30-40e5-af2b-cbd4860cda2d","2024-12-17"
"€ 25,510.-","Volkswagen ID.4 Pro 150kW 1-Gang Automatik 4 Türen","60,073 km","07/2021","VEHICLE TRADING INTERNATIONAL (VTI) GMBH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-150kw-1-gang-automatik-4-tueren-electric-grey-694bbfae-2ff4-485c-ab6c-381306c163c6","2024-12-17"
"€ 38,480.-","Volkswagen ID.4 GTX 4Mot*AHK Panodach IQ-LED R-Kam pACC 21*","9,469 km","10/2023","Gerhard Schuster GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4mot-ahk-panodach-iq-led-r-kam-pacc-21-electric-black-0632e1da-9cae-4c8b-9587-85e1838d978d","2024-12-17"
"€ 27,480.-","Volkswagen ID.4 Pure Performance 125 kW + Navi + LED","19,988 km","08/2022","Autohaus Kurt Niehoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-125-kw-navi-led-electric-grey-3222771b-def5-40a2-a2b3-655c633ca350","2024-12-17"
"€ 29,700.-","Volkswagen ID.4 ID.4 Pro","42,500 km","11/2022",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-id-4-pro-electric-grey-fcb0dbee-d344-4a9c-906d-49e5cde12fa6","2024-12-17"
"€ 27,970.-","Volkswagen ID.4 Pro Performance NAVI*LED*APP*82KWH 150 kW","39,470 km","09/2021","Jacobs automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-led-app-82kwh-150-kw-electric-grey-9436a212-0067-4f52-b85c-2241b0e5ddbb","2024-12-17"
"€ 36,950.-","Volkswagen ID.4 Pro Perf 21 MATRIX PANO 360KAMERA WÄRMEP.","3,217 km","07/2023","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perf-21-matrix-pano-360kamera-waermep-electric-black-5d4de1f1-df9b-4121-b61e-6627248994e8","2024-12-17"
"€ 22,780.-","Volkswagen ID.4 Pure LED Navi PDC vo+hi DAB","22,690 km","09/2021","Autohaus Glinicke GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-led-navi-pdc-vo-hi-dab-electric-grey-33065ad8-5155-4fa6-a0df-2cfaa35ddc6e","2024-12-17"
"€ 31,360.-","Volkswagen ID.4 GTX","59,801 km","09/2022","DB Autohaus Maintal","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-electric-grey-f435ed7d-d060-4e89-a431-83062add872a","2024-12-17"
"€ 26,290.-","Volkswagen ID.4 Pro Perf. 1st LED Navi Alu 20 SHZ AHK WP","47,000 km","12/2020","R.S. Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perf-1st-led-navi-alu-20-shz-ahk-wp-electric-white-804df10b-7b76-47c7-9584-3257e9402c45","2024-12-17"
"€ 25,400.-","Volkswagen ID.4 PRO PERFOMANCE FIRST EDITION 77 KWH AUTOMATIK","102,300 km","06/2021","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perfomance-first-edition-77-kwh-automatik-electric-white-be4b9896-2f4c-42f4-b1d9-7ff8724550f8","2024-12-17"
"€ 24,999.-","Volkswagen ID.4 Pure Performance Automatik CCS*AHK*19""* Pure","25,807 km","07/2021","Nord-Automobile","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-automatik-ccs-ahk-19-pure-electric-white-e16a5a41-7d32-47ce-abc9-055d53010d79","2024-12-17"
"€ 28,950.-","Volkswagen ID.4 GTX 220 kW 4Motion","106,000 km","05/2022","Lasic Automobile","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-220-kw-4motion-electric-silver-27eac6b1-c696-41f1-a787-559e876ae69c","2024-12-17"
"€ 33,830.-","Volkswagen ID.4 Pro Performance 77 kWh DynLi KeyLess KAM","26,000 km","08/2023","Auto Köhler GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77-kwh-dynli-keyless-kam-electric-grey-194722ba-cff4-4eae-961c-9ddc77ccd71c","2024-12-17"
"€ 33,980.-","Volkswagen ID.4 PRO PERFORMANCE NAVI IQ.LIGHT LM20","34,999 km","05/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-iq-light-lm20-electric-white-43e9cd4b-11f7-45f0-ba50-ddcb807893d4","2024-12-17"
"€ 24,490.-","Volkswagen ID.4 Pure","26,500 km","09/2021",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-pure-electric-grey-bb5b62a1-feb1-4132-b32b-0c52a62e2f3f","2024-12-17"
"€ 33,980.-","Volkswagen ID.4 GTX 4Mo. 20 PANO SCHALE WÄRMEPUMPE","29,993 km","08/2021","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4mo-20-pano-schale-waermepumpe-electric-silver-08c3e0c9-cb41-453d-8f05-273e6d8ff18b","2024-12-17"
"€ 28,480.-","Volkswagen ID.4 Pro Performance AHK/NAV/LED/RFK/ACC","41,514 km","07/2021","Fischer Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-nav-led-rfk-acc-electric-white-a9db0aec-e10d-4d4a-9246-af40c9a3341a","2024-12-17"
"€ 34,880.-","Volkswagen ID.4 Pro Performance 150 kW","8,483 km","04/2023","Volkswagen Zentrum Osnabrück GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-electric-black-2b6ea171-6349-46df-b8cf-caa1f8938b73","2024-12-17"
"€ 30,555.-","Volkswagen ID.4 Pro Performance Automatik Navi AHK R-Kamera","18,218 km","05/2022","Volkswagen Automobile Berlin GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-automatik-navi-ahk-r-kamera-electric-black-698e8e8d-7170-456a-8c2d-2302f0cbc37b","2024-12-17"
"€ 37,499.-","Volkswagen ID.4 GTX 4Mo AHK PANO MATRIX HuD 360","20,974 km","10/2022","Auto Bierschneider Aalen GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4mo-ahk-pano-matrix-hud-360-electric-grey-5594ed38-2349-4477-9929-cbac884836f4","2024-12-17"
"€ 22,960.-","Volkswagen ID.4 ID.4 Pure City LED+NAVI+PDC+SHZ+ACC+++++++++++++","58,200 km","04/2021","HUK-COBURG Autowelt GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-id-4-pure-city-led-navi-pdc-shz-acc-electric-grey-73cf65ab-86ca-4391-a8b6-650f1dbf46d7","2024-12-17"
"€ 27,860.-","Volkswagen ID.4 Pro Performance 150kw LED+NAVI+ACC+SHZ+CCS","41,688 km","07/2021","Motor-Nützel Vertriebs-GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150kw-led-navi-acc-shz-ccs-electric-grey-4ab9e87d-2214-4989-b690-733a5df3dcaf","2024-12-17"
"€ 26,491.-","Volkswagen ID.4 Pro Performance Navi AHK Rückfahrkamera Wär","78,285 km","11/2021","Volkswagen Automobile Rhein-Neckar GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-ahk-rueckfahrkamera-waer-electric-grey-8867f73e-2b2b-47fb-b92c-8ad22e8ea111","2024-12-17"
"€ 30,599.-","Volkswagen ID.4 Pro Perform.~Navi~Pano~Kamera~ACC~AHK~LED~","42,000 km","11/2022","Wiveda GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perform-navi-pano-kamera-acc-ahk-led-electric-black-32fa373a-0013-4774-ad45-355d5e3c7185","2024-12-17"
"€ 23,970.-","Volkswagen ID.4 NAVI*SHZ*ACC*LED Pure 109 kW City","21,060 km","08/2021","Volkswagen Zentrum Aachen","https://www.autoscout24.com/offers/volkswagen-id-4-navi-shz-acc-led-pure-109-kw-city-electric-grey-1df02c81-ff52-4598-8049-29092e3e549e","2024-12-17"
"€ 53,830.-","Volkswagen ID.4 PRO GOAL 77 KWH AUTOMATIK (+ACC-RADAR+NAVI+AH","0 km","- (First Registration)","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-goal-77-kwh-automatik-acc-radar-navi-ah-electric-white-7546f588-6c01-4a17-be58-8e9aa2b1b3f1","2024-12-17"
"€ 25,390.-","Volkswagen ID.4 PURE 125kW LM19 NAVI-PRO SITZH PDC+ LED","28,386 km","09/2022","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-125kw-lm19-navi-pro-sitzh-pdc-led-electric-black-672e972c-d780-433a-b94f-947b6ccc9156","2024-12-17"
"€ 32,980.-","Volkswagen ID.4 PRO AHK KAMERA SITZH ACC","19,859 km","10/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-ahk-kamera-sitzh-acc-electric-blue-75973119-f1b8-4790-b209-76225852bfea","2024-12-17"
"€ 23,890.-","Volkswagen ID.4 Performance Upgrade Pure","30,811 km","10/2021","Emil Frey EF S Automobile","https://www.autoscout24.com/offers/volkswagen-id-4-performance-upgrade-pure-electric-grey-3d28dac4-9335-4db1-a35d-ec6419c06421","2024-12-17"
"€ 25,990.-","Volkswagen ID.4 Pure Performance 125 kW","10,500 km","02/2022","Auto Krälemann GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-125-kw-electric-grey-a0d85fca-54e7-46f5-89a4-9d2254451f51","2024-12-17"
"€ 32,999.-","Volkswagen ID.4 PRO MAX 150 kW AID/HUD/PANO/MATRIX/AHK","39,992 km","08/2021","Selected Cars Tornesch","https://www.autoscout24.com/offers/volkswagen-id-4-pro-max-150-kw-aid-hud-pano-matrix-ahk-electric-white-c163c29c-dc72-4f48-8ab8-69de01454129","2024-12-17"
"€ 32,000.-","Volkswagen ID.4 Pro Performance","65,000 km","11/2022",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-electric-8b4e4d62-24eb-4a34-8341-5797ac35e8a8","2024-12-17"
"€ 33,777.-","Volkswagen ID.4 Pro Performance AHK ACC PDC Kamera IQ.Light Navi S","38,428 km","08/2023","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-acc-pdc-kamera-iq-light-navi-s-electric-white-c949cd2e-d01c-4850-b994-3f475bb9d1f6","2024-12-17"
"€ 39,890.-","Volkswagen ID.4 Pro Move Navi Kamera ACC WP Keyless 19LM","25,678 km","04/2024","Volkswagen Automobile Hannover GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-move-navi-kamera-acc-wp-keyless-19lm-electric-red-a6862070-2733-4314-a5cf-c3c0b5b3590e","2024-12-17"
"€ 29,840.-","Volkswagen ID.4 Pro Performance ACC Navi WSSheizb SHZ PDC","25,370 km","08/2022","Auto-Leitz GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-acc-navi-wssheizb-shz-pdc-electric-grey-6404663b-baac-4bb0-9324-1bc3a5cc7e13","2024-12-17"
"€ 30,900.-","Volkswagen ID.4 Pro Performance 150 kW*Navi*DAB*ACC*","27,500 km","09/2023","Matthias Unger GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-navi-dab-acc-electric-white-ab7d0f73-b8d2-457f-95f8-06fb44f2f688","2024-12-17"
"€ 35,880.-","Volkswagen ID.4 GTX 4M Matrix ACC Pano Navi","28,200 km","08/2021","Autohaus Elitzsch GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4m-matrix-acc-pano-navi-electric-silver-c30f1446-76ce-427a-9bcc-b332840c4bf9","2024-12-17"
"€ 29,410.-","Volkswagen ID.4 Pro Performance *Wärmepumpe* LED*Navi*ACC*","44,071 km","06/2021","Autohaus Stegelmann GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waermepumpe-led-navi-acc-electric-grey-9ae0948b-c2c3-491b-beb5-e7d4f914702f","2024-12-17"
"€ 31,480.-","Volkswagen ID.4 Pro Performance Navi AHK LED ACC PDC Klima","25,649 km","11/2022","Volkswagen Automobile Hannover GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-ahk-led-acc-pdc-klima-electric-grey-083ad46d-a6b7-4730-959c-7d222fefa656","2024-12-17"
"€ 23,550.-","Volkswagen ID.4 PURE LM19 WÄREMPUMPE NAVI-PRO LED PDC+","32,152 km","09/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-lm19-waerempumpe-navi-pro-led-pdc-electric-white-4cc6ca35-93a0-47df-b1cf-1dd64a7f9ac5","2024-12-17"
"€ 28,190.-","Volkswagen ID.4 Pro Performance Family 77 KWh Kam. Matrix Panor...","73,027 km","05/2021","Autohaus Renzenbrink GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-family-77-kwh-kam-matrix-panor-electric-white-232e296e-f907-49e4-8c59-8f56acb6b945","2024-12-17"
"€ 33,340.-","Volkswagen ID.4 Pro Performance Wärmepumpe AHK Navi RearView Matri","29,990 km","08/2023","Maschek Automobile GmbH Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waermepumpe-ahk-navi-rearview-matri-electric-white-ed7dad0c-9cfa-4880-aed9-59465598a540","2024-12-17"
"€ 33,470.-","Volkswagen ID.4 Pro Performance +WÄRMEPUMPE+CCS+AHK+KAMERA+","29,511 km","08/2023","Peter Grampp GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waermepumpe-ccs-ahk-kamera-electric-white-0a83501c-249b-4330-96d9-fc8a7c12159d","2024-12-17"
"€ 35,777.-","Volkswagen ID.4 Pro Performance ACC PDC Kamera LED Navi Sitzhzg","13,168 km","11/2023","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-acc-pdc-kamera-led-navi-sitzhzg-electric-black-74428bd7-2ee7-48bb-beed-df2cd18091e5","2024-12-17"
"€ 25,480.-","Volkswagen ID.4 PRO PERFORMANCE AHK NAVI LED","75,825 km","11/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-navi-led-electric-grey-96a48f20-7bb0-4702-a1ce-736b2d789243","2024-12-17"
"€ 37,490.-","Volkswagen ID.4 Pro Performance 82 kW/h Wärmep.*AHK*8-fach","8,400 km","12/2023","Schwaba Augsburg Süd","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-82-kw-h-waermep-ahk-8-fach-electric-white-bb0db7cb-594e-4dfc-98eb-2c686f9108da","2024-12-17"
"€ 33,900.-","Volkswagen ID.4 Pro Performance 204PS 77 kWh AHK ALU WR Pumpe","23,900 km","03/2023",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-204ps-77-kwh-ahk-alu-wr-pumpe-electric-blue-3eeba414-82ee-40bd-bce9-7f9c72f83f5f","2024-12-17"
"€ 23,450.-","Volkswagen ID.4 Pure 125kW LED NAVI DAB PDC KLIMA ESP BT BC Klima","26,182 km","09/2021","Autohaus Abicht GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-125kw-led-navi-dab-pdc-klima-esp-bt-bc-klima-electric-grey-d6f0424c-c1be-40a8-b70d-aa74646b326b","2024-12-17"
"€ 24,980.-","Volkswagen ID.4 Pure Performance  * 1.HAND * NAVI *","33,000 km","09/2022","UG - Automobile","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-1-hand-navi-electric-grey-b8926d0d-d15f-4880-9eb7-ecf97caf97d4","2024-12-17"
"€ 30,930.-","Volkswagen ID.4 Pro Performance","21,194 km","11/2022","Volkswagen Zentrum Osnabrück GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-electric-grey-a413858f-585e-47e4-8df9-975eebe613fd","2024-12-17"
"€ 31,300.-","Volkswagen ID.4 Pro 150kW 1-Gang Automatik 4 Türen","25,975 km","10/2022","VEHICLE TRADING INTERNATIONAL (VTI) GMBH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-150kw-1-gang-automatik-4-tueren-electric-grey-6228e841-1dd0-40df-a297-d5d23623425f","2024-12-17"
"€ 30,450.-","Volkswagen ID.4 Pro Performance 1St Edition","27,498 km","05/2021","Starke Ibbenbüren GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-1st-edition-electric-white-359afee4-b024-40a1-96ea-10f9f4252a8a","2024-12-17"
"€ 41,880.-","Volkswagen ID.4 Pro NP67 PANO LM21 AHK WÄRMEP.","9,325 km","12/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-np67-pano-lm21-ahk-waermep-electric-black-e4c2843a-b222-4e47-a189-0e42d64bd674","2024-12-17"
"€ 34,690.-","Volkswagen ID.4 Pro Performance 77 kWh 150 kW Pro 20""","21,000 km","08/2023","Autohaus Benkert GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77-kwh-150-kw-pro-20-electric-white-260d8a89-8c67-4df0-8ede-fa38d3f59c1f","2024-12-17"
"€ 32,490.-","Volkswagen ID.4 GTX Navi Pro ACC 20LM IQ-LED Matrix Shz PDC","51,994 km","11/2022","Volkswagen Automobile Hannover GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-navi-pro-acc-20lm-iq-led-matrix-shz-pdc-electric-black-a1407b5d-160f-4734-92f2-c9c331fdd94c","2024-12-17"
"€ 43,870.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assist+/Pano/02.29Gara","15,820 km","02/2024","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assist-pano-02-29gara-electric-red-2f2e8e19-abb8-439c-ae0f-ba60fe9781f3","2024-12-17"
"€ 37,999.-","Volkswagen ID.4 GTX 220kW 4Motion ACC+AHK+HUD+NAV+MATRIX","12,500 km","12/2022","Voets Autozentrum GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-220kw-4motion-acc-ahk-hud-nav-matrix-electric-grey-68cd669e-26ff-4580-9fcc-de7c6dbd367b","2024-12-17"
"€ 23,320.-","Volkswagen ID.4 PURE PERFORMANCE NAVI AHK LED","64,409 km","08/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-navi-ahk-led-electric-grey-9ad8f179-d1b6-46f3-abf4-cf7dc77197fb","2024-12-17"
"€ 32,880.-","Volkswagen ID.4 GTX WÄRMEPUMPE MATRIX SITZH LM20","50,608 km","11/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-waermepumpe-matrix-sitzh-lm20-electric-grey-b422207a-b2f9-432e-9fc9-457240070f4b","2024-12-17"
"€ 40,890.-","Volkswagen ID.4 ProPerf SPORT+ LM21 AHK PANO WÄRMEP.","11,307 km","12/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-properf-sport-lm21-ahk-pano-waermep-electric-black-03025b96-daa8-4f8e-a85d-07d5dc1377e5","2024-12-17"
