"price_eur","car_model","mileage_km","year_first_registration","seller_name","car_link","scrapedate"
"€ 48,590.-","Volkswagen ID.4 Pro 77 kWh AHK 19"" AR-HUD IQ HARMAN PANO","3,000 km","06/2024","Held & Ströhle GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77-kwh-ahk-19-ar-hud-iq-harman-pano-electric-black-ab788f25-2cc1-4156-97d5-6c7070ff1710","2024-12-17"
"€ 35,870.-","Volkswagen ID.4 Pro 77kWh/Assistenzpaket/RFK/Wärmepumpe","12,920 km","11/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-assistenzpaket-rfk-waermepumpe-electric-white-50c1cc1c-efb0-481a-b075-9979eca7312b","2024-12-17"
"€ 37,780.-","Volkswagen ID.4 GTX 4M 20Z/ACC/IQ-LIGHT/SIDE/360/WÄRMEPUMPE","21,171 km","07/2023","Reinhardt Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4m-20z-acc-iq-light-side-360-waermepumpe-electric-silver-0417ad51-3686-4d6f-a30b-0119e2505575","2024-12-17"
"€ 32,540.-","Volkswagen ID.4 GTX 82 KWH 4x4 Automatik","42,175 km","08/2022","DB Autohaus Schweinfurt","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-82-kwh-4x4-automatik-electric-red-16830f8e-9447-456a-ae0c-4f7e43c33f64","2024-12-17"
"€ 39,190.-","Volkswagen ID.4 Pro Performance Tech Matrix/Pano/TravelAssi","61,000 km","06/2021","Autohaus Wolfsburg-Hotz und Heitmann GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-tech-matrix-pano-travelassi-electric-grey-a7bdf2a3-4b47-4100-834f-5429dcf5093b","2024-12-17"
"€ 34,950.-","Volkswagen ID.4 Pro Perf. 19 AHK MATRIX WÄRMEPUMPE","25,191 km","08/2023","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perf-19-ahk-matrix-waermepumpe-electric-black-0d74e8a6-a15a-44b7-8ce4-e6d4a35f684b","2024-12-17"
"€ 33,990.-","Volkswagen ID.4 Pro Performance 150 kW NAvi 1. Hand Alu","26,000 km","08/2022","KS Automobile","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-navi-1-hand-alu-electric-blue-fc78899b-0640-4e8c-82f5-66e4cf0136e5","2024-12-17"
"€ 30,880.-","Volkswagen ID.4 PRO LM20 AHK PANO WÄRMEPUMPE eSITZE","57,231 km","05/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-lm20-ahk-pano-waermepumpe-esitze-electric-blue-af9dd472-46b6-42f4-a26b-372253179f27","2024-12-17"
"€ 38,980.-","Volkswagen ID.4 Pro 4Motion Alu LED AHK ACC App-Con. Navi","10,253 km","09/2023","Dannacker & Laudien GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-4motion-alu-led-ahk-acc-app-con-navi-electric-blue-36fa26ee-fea4-4ab5-803d-d5921340e493","2024-12-17"
"€ 37,790.-","Volkswagen ID.4 4Motion GTX AHK NAV MJ2023 5 Jahre Garantie 8-fach","28,000 km","11/2022",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-4motion-gtx-ahk-nav-mj2023-5-jahre-garantie-8-fach-electric-d1be8717-d292-4758-9a2f-8eaaa7d6ea9a","2024-12-17"
"€ 36,830.-","Volkswagen ID.4 Pro Performance ACC ParkAss. 360 DynLi LM","13,100 km","09/2023","Auto Köhler GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-acc-parkass-360-dynli-lm-electric-blue-ea318594-c3f9-46d4-bcb7-4efdee76f1a7","2024-12-17"
"€ 33,970.-","Volkswagen ID.4 FIRST EDITION MATRIX WÄRMEPUMPE PANO AHK","40,686 km","05/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-first-edition-matrix-waermepumpe-pano-ahk-electric-white-9c27aced-dfbe-4d8f-a03d-1614e95b78e9","2024-12-17"
"€ 37,990.-","Volkswagen ID.4 Pro Performance IQ.LIGHT/NAVI/AHK/Wärmepumpe","30,931 km","09/2023","Knubel GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-iq-light-navi-ahk-waermepumpe-electric-black-c1095c74-c31d-46a4-9561-def44310705b","2024-12-17"
"€ 28,880.-","Volkswagen ID.4 Pro Performance NAVI LED PDC SPURH KLIMAA","18,910 km","10/2021","Autohaus Adelbert Moll GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-led-pdc-spurh-klimaa-electric-blue-46335d38-fa4e-49e5-b4af-63b0cf9c8d91","2024-12-17"
"€ 37,950.-","Volkswagen ID.4 Pro AHK PANO KAMERA WÄRMEPUMPE IQ.LIGHT ACC","12,820 km","10/2023","Autohaus Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-ahk-pano-kamera-waermepumpe-iq-light-acc-electric-silver-1e2d2472-f296-44dc-a338-25e6a86a2d46","2024-12-17"
"€ 29,790.-","Volkswagen ID.4 PRO PERFORMANCE WÄRMEPUMPE MATRIX AHK","56,996 km","06/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waermepumpe-matrix-ahk-electric-grey-57558583-aa83-49bb-9f45-b329d8467b70","2024-12-17"
"€ 35,980.-","Volkswagen ID.4 Pro Performance *ACC*Navi*","16,550 km","06/2023","Volkswagen Zentrum Mainz GW","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-acc-navi-electric-grey-a120432f-a96c-41dc-a6ba-793025e06ade","2024-12-17"
"€ 23,977.-","Volkswagen ID.4 Pure Performance Navi LED PDC GRA FrontAssist","37,631 km","10/2021","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-navi-led-pdc-gra-frontassist-electric-grey-bf8f7b51-9bf7-4b52-aa2b-ba9fbbd824de","2024-12-17"
"€ 30,450.-","Volkswagen ID.4 Pro First Edition LED 20 NAVI KAMERA AHK 5-J-GARAN","23,745 km","03/2021","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-first-edition-led-20-navi-kamera-ahk-5-j-garan-electric-grey-5bbd6252-d912-402a-9d31-b9e9419093f7","2024-12-17"
"€ 38,895.-","Volkswagen ID.4 150 kW Pro Performance, RFK","1,250 km","08/2023","Auto Galerie HERFORD GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-150-kw-pro-performance-rfk-electric-white-53c10fb1-4a1d-4f0e-952e-9346f26fc2b2","2024-12-17"
"€ 34,340.-","Volkswagen ID.4 Pro Performance AHK Pano IQLight RearView Navi","26,500 km","10/2022","Maschek Automobile GmbH Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-pano-iqlight-rearview-navi-electric-grey-8e0667ea-fbbb-448d-a355-0533f66b907a","2024-12-17"
"€ 35,950.-","Volkswagen ID.4 Pro Performance IQ.Light AR Head-up AHK NaviPro...","43,000 km","03/2023","Knubel GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-iq-light-ar-head-up-ahk-navipro-electric-grey-b18dbdf3-9d1d-4c10-b232-1f62faae3469","2024-12-17"
"€ 35,870.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","19,780 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-grey-0dc9f267-3912-4d55-8ec2-11dbc494dcb7","2024-12-17"
"€ 27,280.-","Volkswagen ID.4 PURE NAVI LED KAMERA SITZH","10,607 km","10/2022","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-led-kamera-sitzh-electric-white-cf5edefb-c3d2-483f-a51f-be71041b53a3","2024-12-17"
"€ 34,930.-","Volkswagen ID.4 Pro Performance Tech","43,291 km","11/2021","Volkswagen Zentrum Osnabrück GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-tech-electric-grey-950ba84b-a78f-4836-80b1-33034fb077f0","2024-12-17"
"€ 24,380.-","Volkswagen ID.4 Pure NAVI LED ACC PDC SPURH KLIMAA AUT","20,000 km","12/2022","Autohaus Adelbert Moll GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-led-acc-pdc-spurh-klimaa-aut-electric-grey-fa1f5c99-a12d-421c-bbe3-5eadc5a55155","2024-12-17"
"€ 33,290.-","Volkswagen ID.4 Pure Performance PANO MATRIX ACC NAVI","15,239 km","12/2022","Autohaus Wolter GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-pano-matrix-acc-navi-electric-blue-2e016e06-5a45-4336-a70c-3a71bc7a7bc0","2024-12-17"
"€ 35,980.-","Volkswagen ID.4 Pro 77kWh/AHK/Assistenzp./Navi/RFK/beheizFS","15,150 km","11/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-assistenzp-navi-rfk-beheizfs-electric-black-8c04364e-89ee-47c7-9889-e12a3d8f35df","2024-12-17"
"€ 42,740.-","Volkswagen ID.4 GTX Panorama AHK Wärmepumpe Sitzh. PDC ACC","4,900 km","08/2023","Maschek Automobile GmbH Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-panorama-ahk-waermepumpe-sitzh-pdc-acc-electric-black-9bc5c028-8916-428c-8b0b-2984dc12d780","2024-12-17"
"€ 38,690.-","Volkswagen ID.4 Pro 4MOTION WÄRMEPUMPE PANORAMA AHK REARVIEW LE...","24,999 km","07/2023","WH Autozentrum Witten / Hattingen GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-4motion-waermepumpe-panorama-ahk-rearview-le-electric-grey-e51463e0-bf00-484f-8bec-af58e9ff677c","2024-12-17"
"€ 37,250.-","Volkswagen ID.4 Pro Performance 77 kWh WÄPU NAVPRO KAM IQ-L","9,200 km","12/2023","Held & Ströhle GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77-kwh-waepu-navpro-kam-iq-l-electric-grey-e3fbf0d8-a357-423b-bf97-e1d102390cba","2024-12-17"
"€ 34,630.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","22,370 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-white-7d0a351e-8820-4641-bb6a-55cf0109bbba","2024-12-17"
"€ 34,980.-","Volkswagen ID.4 Pro Perf. 150 kW Tech AHK Fahrschule Klima Navi","26,504 km","09/2021","Autohaus Tieck GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perf-150-kw-tech-ahk-fahrschule-klima-navi-electric-white-c9f2a5da-ed50-4436-af5c-6b919e412e12","2024-12-17"
"€ 30,900.-","Volkswagen ID.4 Pro Performance 150 kW Business-CCS-AHK-IQ-","26,600 km","05/2021","AUTOMOBILE MAIER e.K","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-business-ccs-ahk-iq-electric-grey-43465d97-fe3d-4e29-bafc-bba364f9f1b5","2024-12-17"
"€ 38,420.-","Volkswagen ID.4 PRO UPE70 LM21 PANO AHK KAMERA","29,963 km","08/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-upe70-lm21-pano-ahk-kamera-electric-white-580d39ef-d748-4c9c-b025-3f66d4453465","2024-12-17"
"€ 42,778.-","Volkswagen ID.4 Pro 286PS 77kWh FACELIFT ACC AppConnect LaneA","0 km","- (First Registration)","Autohaus Steinböhmer GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-286ps-77kwh-facelift-acc-appconnect-lanea-electric-blue-e047a5e6-49f1-4d6a-b08d-923014148e7f","2024-12-17"
"€ 28,880.-","Volkswagen ID.4 PURE 170PS 5J-G MATRIX.CCS.WÄRMEPUMPE.NAVI.SHZG","23,400 km","09/2022","Autohaus Ostermaier GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-170ps-5j-g-matrix-ccs-waermepumpe-navi-shzg-electric-black-3d7b75f5-fa9b-4fa0-8325-215d378734b6","2024-12-17"
"€ 26,890.-","Volkswagen ID.4 Performance Pure LED Navi App-Connect","19,559 km","11/2022","Autohaus Jacob Fleischhauer GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-performance-pure-led-navi-app-connect-electric-grey-b09d65b8-4859-4005-9c63-5fc1dedd11d4","2024-12-17"
"€ 39,580.-","Volkswagen ID.4 ProPerf SPORT+ LM21 PANO AHK WÄRMEPUMPE","25,270 km","09/2023","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-properf-sport-lm21-pano-ahk-waermepumpe-electric-white-79607c5f-a115-4d8f-9178-3400036ca1ae","2024-12-17"
"€ 39,800.-","Volkswagen ID.4 GTX 4MOTION 77 KWH AUTOMATIK (+ACC-RADAR+DCC-","32,400 km","11/2022","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-77-kwh-automatik-acc-radar-dcc-electric-grey-3e247502-c1b1-4ec7-a27b-4e7c02653c6f","2024-12-17"
"€ 28,977.-","Volkswagen ID.4 Pro Performance 1st Wärmepumpe AHK ACC PDC Kamera","60,891 km","12/2020","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-1st-waermepumpe-ahk-acc-pdc-kamera-electric-yellow-f5af8a14-3648-4aaf-b7f3-51d4c776b666","2024-12-17"
"€ 29,970.-","Volkswagen ID.4 Pure","9,900 km","12/2022","Volkswagen Zentrum Regensburg","https://www.autoscout24.com/offers/volkswagen-id-4-pure-electric-white-ea14f43c-d8ad-4b75-8d0a-9422b8fe789e","2024-12-17"
"€ 35,980.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","18,990 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-black-06b6add9-b28c-43fa-91af-bb80ccc5e77f","2024-12-17"
"€ 29,480.-","Volkswagen ID.4 Pro Performance Matrix/NAV/ACC/SH","28,630 km","12/2021","Fischer Automobile Amberg GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-matrix-nav-acc-sh-electric-grey-bfd0e370-bdba-4f37-9330-1f92de78d6dd","2024-12-17"
"€ 28,780.-","Volkswagen ID.4 PRO PERFORMANCE LM19 KAMERA IQ.LIGHT NAVI","56,376 km","11/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-lm19-kamera-iq-light-navi-electric-white-8f4220a6-1e12-4c24-af95-c7ceea40f651","2024-12-17"
"€ 42,550.-","Volkswagen ID.4 GTX AHK IQ.LIGHT NAVI KAMERA","8,900 km","08/2023","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-ahk-iq-light-navi-kamera-electric-white-8e26dbcf-dfea-4e54-8ff8-fe4050ab8e2f","2024-12-17"
"€ 35,970.-","Volkswagen ID.4 Pro 77kWh/AHK/Matrix/Assistenz/Navi/Wärmepu","18,310 km","08/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-ahk-matrix-assistenz-navi-waermepu-electric-white-ed81121c-74d8-40f8-b9d2-0b3982ea3e8d","2024-12-17"
"€ 36,880.-","Volkswagen ID.4 Pro Performance mit Infotainment-Paket","10,386 km","07/2023","Auto-Krause GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-mit-infotainment-paket-electric-white-3d7516d7-07ef-4fc8-bc01-eb3b4dce0164","2024-12-17"
"€ 37,880.-","Volkswagen ID.4 Pro 4Motion 77kWh/ACC/Wärmepumpe/03.28Garan","9,410 km","03/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-4motion-77kwh-acc-waermepumpe-03-28garan-electric-red-a9364f1c-d414-407a-a5fe-8aa035ceb955","2024-12-17"
"€ 39,990.-","Volkswagen ID.4 Pro Performance mit Infotaint-P Gar. 03.27 77","500 km","04/2023","Autohaus Kornkoog GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-mit-infotaint-p-gar-03-27-77-electric-black-50e42370-c016-41f4-91a8-2131268afcb3","2024-12-17"
"€ 35,880.-","Volkswagen ID.4 Pro Performance / ACC / Keyless / Kamera","13,634 km","12/2022","Budde Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-acc-keyless-kamera-electric-grey-fa92631a-2736-4dea-a35b-a57b96e36bf0","2024-12-17"
"€ 48,880.-","Volkswagen ID.4 GTX NP67 PANO LM21 AHK WÄRMEP","165 km","10/2024","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-np67-pano-lm21-ahk-waermep-electric-red-7b5d1e3f-6ba4-4010-b2ae-ee1b60b5c3bf","2024-12-17"
"€ 48,380.-","Volkswagen ID.4 Pro Move 77kWh AHK+WINTERRÄDER+NAVI+R-KAMERA","1,115 km","04/2024","Autohaus Ihle GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-move-77kwh-ahk-winterraeder-navi-r-kamera-electric-grey-b9ae5ebf-d61b-46b8-b219-87881bfcbc03","2024-12-17"
"€ 39,910.-","Volkswagen ID.4 GTX 4Motion AHK/21''/Wärmep./Assist/Infot+/DCC","13,629 km","12/2022","Deisenroth & Söhne GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-ahk-21-waermep-assist-infot-dcc-electric-red-c0125ebf-621f-489e-8682-4f00515fb4b0","2024-12-17"
"€ 35,850.-","Volkswagen ID.4 Pro Performance *WÄRME*NAVI*AHK*ACC*R-CAM*","17,900 km","08/2023","Auto Singer GmbH + Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waerme-navi-ahk-acc-r-cam-electric-black-0f77a33d-19d1-4b2c-9367-03d3834bffc8","2024-12-17"
"€ 36,900.-","Volkswagen ID.4 GTX 4MOTION 77 KWH AUTOMATIK (+ALLRAD+NAVI+AH","59,600 km","06/2022","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-77-kwh-automatik-allrad-navi-ah-electric-blue-9202d3fa-5722-4d9f-a4c7-1178b1dddbb7","2024-12-17"
"€ 33,900.-","Volkswagen ID.4 Pro Performance IQ.Light NaviPro AHK ACC 21""","39,248 km","04/2023","Knubel GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-iq-light-navipro-ahk-acc-21-electric-black-41201f1f-8afd-4db6-93ab-9684230bbe5f","2024-12-17"
"€ 33,000.-","Volkswagen ID.4 Pure 109 kW","37,000 km","08/2022",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-pure-109-kw-electric-blue-2b67d2b6-7803-4b82-8776-f2921ccac611","2024-12-17"
"€ 23,880.-","Volkswagen ID.4 PURE LM19 NAVI-PRO SITZH ACC PDC+ LED","35,903 km","08/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-lm19-navi-pro-sitzh-acc-pdc-led-electric-grey-a36d86e4-5b6d-4b0c-89f4-c6fa0113fb55","2024-12-17"
"€ 24,450.-","Volkswagen ID.4 Pure LED NaviPro AppConnect Bluetooth","21,760 km","03/2022","Gottfried Schultz Automobilhandels SE","https://www.autoscout24.com/offers/volkswagen-id-4-pure-led-navipro-appconnect-bluetooth-electric-grey-83bd04f3-4497-4f88-8436-4e1d5ad76c6c","2024-12-17"
"€ 39,440.-","Volkswagen ID.4 Pro 4Motion 77kWh/AHK/Matrix/Assist/Wärmepu","18,190 km","10/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-4motion-77kwh-ahk-matrix-assist-waermepu-electric-red-2c7552a9-9bee-476d-9fcd-b9c028b757d9","2024-12-17"
"€ 36,810.-","Volkswagen ID.4 Pro Performance Sportpaket Plus *Wärmepumpe","27,590 km","03/2023","Autohaus Stegelmann GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-sportpaket-plus-waermepumpe-electric-grey-b1f10515-3bd0-4f16-abf6-5b09aec2aafe","2024-12-17"
"€ 26,870.-","Volkswagen ID.4 PURE LM19 AHK KAMERA NAVI-PRO SITZH","33,321 km","08/2021","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-lm19-ahk-kamera-navi-pro-sitzh-electric-yellow-5e40ada1-7fd9-4c84-8ecb-440d01b661eb","2024-12-17"
"€ 28,480.-","Volkswagen ID.4 Pro Performance AHK/NAV/LED/RFK/ACC","41,514 km","07/2021","Fischer Automobile GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-nav-led-rfk-acc-electric-white-a9db0aec-e10d-4d4a-9246-af40c9a3341a","2024-12-17"
"€ 37,922.-","Volkswagen ID.4 Pro Performance ACC PDC Kamera IQ.Light Navi Sitzh","7,991 km","12/2023","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-acc-pdc-kamera-iq-light-navi-sitzh-electric-grey-34014e7a-8cd8-4dbb-93da-9a296a246820","2024-12-17"
"€ 37,740.-","Volkswagen ID.4 Pro NAVI MATRIX-LED AHK 3J-Garantie","22,290 km","09/2023","Volkswagen Automobile Berlin GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-navi-matrix-led-ahk-3j-garantie-electric-black-6f3c6774-311e-48eb-9d1e-6d0b4d30f301","2024-12-17"
"€ 40,690.-","Volkswagen ID.4 Pro Performance *Pano*AHK*Kamera*","5,651 km","12/2023","Autohaus Marnet GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-pano-ahk-kamera-electric-white-5060bac8-5b39-4887-bf9a-b56f14cd7538","2024-12-17"
"€ 33,434.-","Volkswagen ID.4 Pro Performance W Business AHK ACC SHZ LED","37,982 km","10/2021","Tölke & Fischer GmbH & Co. KG VW Zentrum","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-w-business-ahk-acc-shz-led-electric-grey-af57b40d-90f1-443c-97be-82f2d674b127","2024-12-17"
"€ 35,750.-","Volkswagen ID.4 GTX Keyless Access (Schließ- u. Startsystem)","20,000 km","03/2022","Auto Köhler GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-keyless-access-schliess-u-startsystem-electric-black-0ef13c8a-4397-4cbe-b368-03b8f01b8628","2024-12-17"
"€ 27,580.-","Volkswagen ID.4 Pure Performance Style /Navi /CAM/LED-Matrix/ACC","25,148 km","11/2021","Autohaus Kisin Handelsgesellschaft mbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-style-navi-cam-led-matrix-acc-electric-grey-cba88b33-39c7-455c-a519-926359105a51","2024-12-17"
"€ 39,890.-","Volkswagen ID.4 GTX 220 kW 4Motion*Navi Discover Pro*Panorama*IQ-L","12,759 km","08/2022","Messink Automobile Gmbh & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-220-kw-4motion-navi-discover-pro-panorama-iq-l-electric-black-21deaddc-de3d-4d79-86c0-9974ca75363f","2024-12-17"
"€ 24,777.-","Volkswagen ID.4 Pure ACC PDC LED Navi AppConnect","23,420 km","10/2022","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-acc-pdc-led-navi-appconnect-electric-grey-42f74371-2595-49c9-81c0-0fa10b86651c","2024-12-17"
"€ 35,860.-","Volkswagen ID.4 Pro Performance 150kW CCS AHK ACC Keyless C","20,965 km","06/2023","Hahn Automobile GmbH + Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150kw-ccs-ahk-acc-keyless-c-electric-white-c09f9660-6ba5-4fed-9b66-88bd47de014e","2024-12-17"
"€ 37,333.-","Volkswagen ID.4 Pro Performance AHK/LED/NAVI/ACC","14,698 km","09/2023","Volkswagen Automobile Hamburg GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-led-navi-acc-electric-black-7f4f20d7-b375-4bc3-844b-34ae685625d3","2024-12-17"
"€ 37,250.-","Volkswagen ID.4 ID.4 Pro Perfo, Matrix, WäPu, AHK, Pano, 20"" AS","27,000 km","02/2023",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-id-4-pro-perfo-matrix-waepu-ahk-pano-20-as-electric-white-94c7d892-0c29-4203-9f9f-027db3c1438a","2024-12-17"
"€ 34,960.-","Volkswagen ID.4 Pro 77kWh/LED/Assistenzpaket/RFK/Wärmepumpe","17,040 km","09/2023","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-77kwh-led-assistenzpaket-rfk-waermepumpe-electric-black-3bfb1ff9-8b95-4d2a-81a7-c54a69ab9792","2024-12-17"
"€ 54,599.-","Volkswagen ID.4 Pro Goal *AHK*NAVI*KAMERA*MATRIX*","- km","- (First Registration)","Seitz Autohandels-GmbH + Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-goal-ahk-navi-kamera-matrix-electric-grey-674ec04b-aef0-4ec5-a745-1692514b03c1","2024-12-17"
"€ 27,350.-","Volkswagen ID.4 PERFORMANCE CCS+ACC+KAMERA+LED+NAVI+APP+SITZHZG!","29,700 km","06/2022","Autohaus Peter Ebner GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-performance-ccs-acc-kamera-led-navi-app-sitzhzg-electric-grey-8e69d9a4-c4f4-498b-9eff-fc0a57b41c96","2024-12-17"
"€ 36,250.-","Volkswagen ID.4 Pro Performance IQ NAV AHK KAM 20"" WÄPU","28,800 km","09/2023","Held & Ströhle GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-iq-nav-ahk-kam-20-waepu-electric-blue-8fe7518f-a751-4bdb-91a1-33773246bc45","2024-12-17"
"€ 36,999.-","Volkswagen ID.4 Pro Performance AHK*WÄRMEPUMPE*21ZOLL*KAMER","11,600 km","11/2023","Autohaus Hansheinrich Hess GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-waermepumpe-21zoll-kamer-electric-white-362004cd-0238-4c16-ac7a-6552a552ee5f","2024-12-17"
"€ 46,980.-","Volkswagen ID.4 Pro 4MO 77kWh/AHK/Matrix/Pano/WäPu/02.29Gar","24,080 km","02/2024","AMB Automobile Borna GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-4mo-77kwh-ahk-matrix-pano-waepu-02-29gar-electric-white-909bfcdd-6317-41ab-a7ef-0c628f8c4c40","2024-12-17"
"€ 23,970.-","Volkswagen ID.4 Pure Navi*LED*PDC*Klima","37,472 km","10/2022","Volkswagen Zentrum Aachen","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-led-pdc-klima-electric-grey-2796fbe5-cd6c-445a-914b-eb7cfa0502a3","2024-12-17"
"€ 23,777.-","Volkswagen ID.4 Pure PDC LED Navi AppConnect","22,223 km","09/2021","Autohaus Potthoff GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-pdc-led-navi-appconnect-electric-grey-89ebd02d-5a5d-4895-a74e-91afb4311c38","2024-12-17"
