"price_eur","car_model","mileage_km","year_first_registration","seller_name","car_link","scrapedate"
"€ 35,990.-","Volkswagen ID.4 PRO PERFORMANCE 204PS NP.63T ACC.5J-G.AHK.KAMERA.N","24,390 km","09/2023","Autohaus Ostermaier GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-204ps-np-63t-acc-5j-g-ahk-kamera-n-electric-white-7e6b5112-7968-417c-a501-42e90f868486","2024-12-10"
"€ 25,155.-","Volkswagen ID.4 Pure Performance NaviPro ACC SHZ","43,600 km","03/2022","Walter Schneider GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-navipro-acc-shz-electric-grey-65b23378-3bc8-43d7-a3ec-a66245e6f624","2024-12-10"
"€ 34,640.-","Volkswagen ID.4 Pro Performance *AHK*LED*ACC*NAVI*R-CAM*SHZ","26,800 km","02/2023","Auto Singer GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-led-acc-navi-r-cam-shz-electric-white-a8fa4a42-626f-4a02-89a6-3566895003b7","2024-12-10"
"€ 38,680.-","Volkswagen ID.4 PRO PERFORMANCE 204PS NP.67T ACC.5J-G.AHK.WÄRMEPUM","19,950 km","09/2023","Autohaus Ostermaier GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-204ps-np-67t-acc-5j-g-ahk-waermepum-electric-blue-1026964c-5bf7-427f-91a4-9e4aa4d39e88","2024-12-10"
"€ 37,980.-","Volkswagen ID.4 Pro Performance 150 kW SHZ Matrix Kamera","6,256 km","09/2023","Autohaus W. Graf GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-shz-matrix-kamera-electric-black-1b7a8587-f709-4849-a9df-bf8871a3be2c","2024-12-10"
"€ 31,840.-","Volkswagen ID.4 PRO Performance+ZINS AB 1,99+ Bluetooth Navi","30,400 km","03/2022","Autohaus Morrkopf GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-zins-ab-1-99-bluetooth-navi-electric-white-3b466921-c15e-4d99-a5db-01bd18d3e558","2024-12-10"
"€ 25,680.-","Volkswagen ID.4 Pro Performance NAVI LED PDC AUT","36,136 km","07/2021","Autohaus Adelbert Moll GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-led-pdc-aut-electric-silver-367c79af-a5dc-4be2-a5d7-f3c5af8b4347","2024-12-10"
"€ 25,950.-","Volkswagen ID.4 Pure Wärmep.Sitzheizung 19Zoll Ganzjahresr. Klima","25,568 km","09/2022","Autohaus Abicht GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-waermep-sitzheizung-19zoll-ganzjahresr-klima-electric-grey-b0a1aca9-6d18-4214-aca1-200eea096a77","2024-12-10"
"€ 32,999.-","Volkswagen ID.4 Pro Performance LED*WÄRMEPUMPE*NAVI*KAMERA*","16,200 km","10/2023","Autohaus Best GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-led-waermepumpe-navi-kamera-electric-black-205ab6cc-2e1e-43d2-a27c-3734bc78efa8","2024-12-10"
"€ 25,980.-","Volkswagen ID.4 Pure City LED Navi AHK ACC 19"" Ganzj.reifen","57,662 km","10/2021","Knubel GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-city-led-navi-ahk-acc-19-ganzj-reifen-electric-blue-4935d9e2-c3e2-4ec0-9462-c93942988808","2024-12-10"
"€ 24,850.-","Volkswagen ID.4 Pure NAVI LED ACC PDC SPURH KLIMAA AUT","20,749 km","09/2022","Autohaus Adelbert Moll GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-led-acc-pdc-spurh-klimaa-aut-electric-grey-677d8a6c-7362-4c63-87e5-0d177e063188","2024-12-10"
"€ 34,980.-","Volkswagen ID.4 Pro Performance","11,161 km","10/2023","Schröder-Team-Verl GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-electric-blue-ed5a25f0-c645-4bae-84fd-042e1d072f77","2024-12-10"
"€ 30,000.-","Volkswagen ID.4 PRO PERFORMANCE 77 KWH AUTOMATIK (+NAVI+CLIMA","29,100 km","03/2022","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77-kwh-automatik-navi-clima-electric-grey-b546642e-4cd5-42c0-b25a-6a25db3ef704","2024-12-10"
"€ 29,350.-","Volkswagen ID.4 Pro 1st Edition WÄRMEPUMPE LED AHK 20 NAVI READY2D","23,000 km","12/2020","Auto Bierschneider GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-1st-edition-waermepumpe-led-ahk-20-navi-ready2d-electric-white-79ac16b6-da30-40e5-af2b-cbd4860cda2d","2024-12-10"
"€ 29,980.-","Volkswagen ID.4 Elektro Pro Performance Matrix/NAV/ACC/SH","28,630 km","12/2021","Fischer Automobile Amberg GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-elektro-pro-performance-matrix-nav-acc-sh-electric-grey-bfd0e370-bdba-4f37-9330-1f92de78d6dd","2024-12-10"
"€ 24,650.-","Volkswagen ID.4 Pure NAVI LED ACC PDC SPURH AUT","20,039 km","09/2022","Autohaus Adelbert Moll GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-led-acc-pdc-spurh-aut-electric-grey-a2df17dd-dbc4-4075-8693-b8615b085333","2024-12-10"
"€ 28,750.-","Volkswagen ID.4 Pro Performance FAHRSCHULWAGEN NAVI AHK","46,684 km","03/2022","Autohaus Adelbert Moll GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-fahrschulwagen-navi-ahk-electric-blue-1016dda5-2f66-43b1-8041-a66406188d65","2024-12-10"
"€ 24,680.-","Volkswagen ID.4 109 kW Pure *NAVI*Winterpaket*SHZ*PDC*LED","32,169 km","11/2021","NEUWAGENCENTER MAGDEBURG","https://www.autoscout24.com/offers/volkswagen-id-4-109-kw-pure-navi-winterpaket-shz-pdc-led-electric-grey-0488aea9-0ab4-49e1-8d5c-76f81cc72517","2024-12-10"
"€ 22,950.-","Volkswagen ID.4 PURE FAHRSCHULAUSSTATTUNG KAMERA NAVI+","31,707 km","06/2022","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-fahrschulausstattung-kamera-navi-electric-black-c012a095-855c-4d08-8662-48c11b5b9106","2024-12-10"
"€ 44,990.-","Volkswagen ID.4 Pro 4Motion mit Infotainment-Paket AHK Navi","50 km","06/2024","Autohaus Kornkoog GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-4motion-mit-infotainment-paket-ahk-navi-electric-white-f70c5799-592e-49b1-9269-b319e87979fe","2024-12-10"
"€ 27,912.-","Volkswagen ID.4 Pro 1st Max WÄRMEPUMPE PANORAMA AHK HEAD-UP KEY...","87,945 km","07/2021","WH Autozentrum","https://www.autoscout24.com/offers/volkswagen-id-4-pro-1st-max-waermepumpe-panorama-ahk-head-up-key-electric-yellow-289e7297-bcd1-44f4-a8d2-8ac90a571dc8","2024-12-10"
"€ 23,430.-","Volkswagen ID.4 PURE NAVI PDC LED","31,774 km","10/2022","Tiemeyer automobile GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-pdc-led-electric-grey-e692687e-3146-467f-8402-a6ad6072f6fa","2024-12-10"
"€ 33,470.-","Volkswagen ID.4 Pro Performance +WÄRMEPUMPE+CCS+AHK+KAMERA+","29,511 km","08/2023","Peter Grampp GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waermepumpe-ccs-ahk-kamera-electric-white-0a83501c-249b-4330-96d9-fc8a7c12159d","2024-12-10"
"€ 25,400.-","Volkswagen ID.4 PRO PERFOMANCE FIRST EDITION 77 KWH AUTOMATIK","102,300 km","06/2021","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-perfomance-first-edition-77-kwh-automatik-electric-white-820d33de-fa9e-437a-a6aa-2fe64379c6a7","2024-12-10"
"€ 35,990.-","Volkswagen ID.4 Pro Performance 77 kWh Infotainment-Paket LED","37,500 km","05/2023","Autohaus Kornkoog GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77-kwh-infotainment-paket-led-electric-black-e3c9e563-ec2b-463e-a6c7-be73d3c0cd4b","2024-12-10"
"€ 35,990.-","Volkswagen ID.4 Pro Performance +WÄRMEPUMPE+CCS+MATRIX+KAME","13,465 km","12/2023","Peter Grampp GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waermepumpe-ccs-matrix-kame-electric-grey-738e7803-e642-435e-bf44-6c087a06d1c2","2024-12-10"
"€ 26,440.-","Volkswagen ID.4 Pure LED NAV SHZ RearView ParkAssist AppCon","23,087 km","05/2022","Autohaus Steinböhmer GmbH & Co KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-led-nav-shz-rearview-parkassist-appcon-electric-grey-bf9dac89-c9f5-484e-8564-64d4ffb8b159","2024-12-10"
"€ 41,387.-","Volkswagen ID.4 Pro Performance AHK Wärmepumpe Keyless 360°Kame...","3,567 km","12/2023","Autohaus Schürer GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-ahk-waermepumpe-keyless-360kame-electric-white-7de90254-b9e1-4056-b39e-ec8c9d36a11f","2024-12-10"
"€ 41,990.-","Volkswagen ID.4 Pro 4MOTION WÄRMEPUMPE PANORAMA AHK REARVIEW LE...","24,999 km","07/2023","WH Autozentrum Witten / Hattingen GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-4motion-waermepumpe-panorama-ahk-rearview-le-electric-grey-e51463e0-bf00-484f-8bec-af58e9ff677c","2024-12-10"
"€ 48,380.-","Volkswagen ID.4 Pro Move 77kWh AHK+WINTERRÄDER+NAVI+R-KAMERA","1,115 km","04/2024","Autohaus Ihle GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-move-77kwh-ahk-winterraeder-navi-r-kamera-electric-grey-b9ae5ebf-d61b-46b8-b219-87881bfcbc03","2024-12-10"
"€ 38,470.-","Volkswagen ID.4 Pro Performance Navi, LED-Matrix, Panoramad","15,950 km","08/2023","Auto Bach GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-led-matrix-panoramad-electric-black-af978ddc-94ea-4d47-a3f6-5b3ca79d41d5","2024-12-10"
"€ 39,800.-","Volkswagen ID.4 GTX 4MOTION 77 KWH AUTOMATIK (+ACC-RADAR+DCC-","32,400 km","11/2022","Autohaus Härtel GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-77-kwh-automatik-acc-radar-dcc-electric-grey-3b8b50cb-3419-40ab-91be-17027fb57b01","2024-12-10"
"€ 36,490.-","Volkswagen ID.4 Pro Performance+Fahrerprofilauswahl+Sprachsteuerun","11,500 km","12/2022","Auto Brucker GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-fahrerprofilauswahl-sprachsteuerun-electric-black-11464157-0432-49e7-83df-fad84e0422ec","2024-12-10"
"€ 39,897.-","Volkswagen ID.4 Pro Performace Wärmepumpe AHK IQ-Light Navi RKa...","1,576 km","12/2023","Autohaus Schürer GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performace-waermepumpe-ahk-iq-light-navi-rka-electric-white-5edb1fe3-082a-4ac8-9572-992b07796c6a","2024-12-10"
"€ 41,987.-","Volkswagen ID.4 Pro Performance Wärmepumpe AHK Pano IQ-Light Na...","6,177 km","12/2023","Autohaus Schürer GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-waermepumpe-ahk-pano-iq-light-na-electric-white-aa61ed9e-efce-475a-a8cf-c443ee81f162","2024-12-10"
"€ 30,500.-","Volkswagen ID.4 Pro Performance NAVI MATRIX-LED ACC PDC","50,000 km","09/2021","Autohaus Thieme GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-navi-matrix-led-acc-pdc-electric-white-5cc10699-db28-4b69-bc65-1494942d0abb","2024-12-10"
"€ 42,990.-","Volkswagen ID.4 GTX 4Motion /Wärmepumpe/AHK /Garantie","20,000 km","04/2023","Fa. Jochen Müller e.K.","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-waermepumpe-ahk-garantie-electric-grey-b9b6873f-ce39-4bc4-8195-6d93e13b37dc","2024-12-10"
"€ 42,990.-","Volkswagen ID.4 PRO 128kW","14,500 km","10/2023","Autohaus Schweiger GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pro-128kw-electric-white-b3a3a08f-d87a-414d-801c-ecd3be2140ca","2024-12-10"
"€ 25,350.-","Volkswagen ID.4 Pure Navi+IQ-Light+ACC+Shzg.+PDC+19´´","32,000 km","04/2022","Autohaus Küver GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-navi-iq-light-acc-shzg-pdc-19-electric-grey-aa59a4dd-fc3c-4ce1-86ca-0f699a63d743","2024-12-10"
"€ 50,678.-","Volkswagen ID.4 Pure Performance Goal","8 km","- (First Registration)","Gelder & Sorg Coburg GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-goal-electric-white-1c968afd-2ad4-43af-bb77-0b9bbacb1a15","2024-12-10"
"€ 48,990.-","Volkswagen ID.4 220 kW GTX 4Motion","5,878 km","12/2023","Autohaus Schweiger GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-220-kw-gtx-4motion-electric-black-bd658e8f-121e-4252-a6ca-cdb56547761a","2024-12-10"
"€ 49,319.-","Volkswagen ID.4 Pure 125 kW (170 PS) 52 kWh 1-Gang-Automati","1 km","- (First Registration)","Autohaus Kuhn & Witte GmbH & Co. KG","https://www.autoscout24.com/offers/volkswagen-id-4-pure-125-kw-170-ps-52-kwh-1-gang-automati-electric-white-20a545b6-e62a-42f4-b74a-43fd2a296fc1","2024-12-10"
"€ 32,670.-","Volkswagen ID.4 Pro Performance 77 kWh AHK NAV-VORB. TELEMA","19,100 km","10/2023","Held & Ströhle GmbH & Co.KG","https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-77-kwh-ahk-nav-vorb-telema-electric-silver-f9cac4c7-9a44-47ad-90ba-453fab697bdd","2024-12-10"
"€ 32,000.-","Volkswagen ID.4 Pro Performance 150 kW","16,600 km","06/2023",NA,"https://www.autoscout24.com/offers/volkswagen-id-4-pro-performance-150-kw-electric-black-683e1e22-b0b0-40a1-8c12-16af6658d7cc","2024-12-10"
"€ 24,650.-","Volkswagen ID.4 Pure Performance LED Navi PDC Bluetooth Klima","20,891 km","07/2022","Autohaus Bosch GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-pure-performance-led-navi-pdc-bluetooth-klima-electric-blue-48230879-77b5-45d9-8388-3a7f50131853","2024-12-10"
"€ 37,500.-","Volkswagen ID.4 GTX 4Motion 21 Zoll Pano Dach AHK Sportpaket","24,500 km","08/2023","Autohaus Bosch GmbH","https://www.autoscout24.com/offers/volkswagen-id-4-gtx-4motion-21-zoll-pano-dach-ahk-sportpaket-electric-white-e233aac0-8770-417c-a76d-78296bc23844","2024-12-10"
